[ 14059]
[multiplexed 2]
[multiplexer 1]
[multiplexer, 1]
[multiplexing 6]
[multiplexing, 3]
[multiplexor) 1]
[multiplication 22]
[multiplication, 8]
[multiplications 4]
[multiplications, 4]
[multiplicative 6]
[multiplicity 2]
[multiplier 1]
[multipliers 4]
[multiply 2]
[multiplying 2]
[multiply-restricted 1]
[multipoint 1]
[multiprecise 2]
[multi-precision 1]
[multipriority 2]
[multiprocess 3]
[multiprocesses, 1]
[multiprocessing 12]
[multiprocessing, 17]
[multiprocessor 19]
[multiprocessor, 1]
[multiprocessors. 1]
[multiprogram 5]
[multiprogrammed 21]
[multiprogrammed- 1]
[multiprogrammed, 2]
[multiprogramming 56]
[multiprogramming- 1]
[multi-programming 2]
[multiprogramming), 1]
[multiprogramming, 45]
[multiprogramming. 2]
[multi-project 1]
[multipurpose 1]
[multi-rule 1]
[multi-run 1]
[multiset 5]
[multisets 2]
[multisets, 1]
[multistage 2]
[multi-state 1]
[multistation 1]
[multistep 5]
[multi-step 1]
[multistore 1]
[multi-tape 1]
[multitasking, 3]
[multiterminal 2]
[multiuser 4]
[multi-user, 2]
[multivariate 12]
[multi-variate 1]
[multiword 3]
[mund, 1]
[munkres 2]
[munro, 1]
[muraoka, 1]
[murphy, 3]
[murray, 1]
[muse 2]
[muse, 1]
[muse: 1]
[muse's 1]
[music 14]
[music, 7]
[musical 2]
[musicians 1]
[musser, 1]
[must 95]
[muth, 2]
[muthukrishnan, 1]
[mutual 25]
[mutually 6]
[mux, 1]
[my 1]
[myer, 1]
[myers, 1]
[mysterious 1]
[mythical 1]
[n 128]
[n! 2]
[n$n/$log2n)) 1]
[n(n-1)permutations. 1]
[n(x); 1]
[n) 13]
[n), 6]
[n). 6]
[n).] 1]
[n); 2]
[n)log 1]
[n*(m+log2 1]
[n, 13]
[n. 112]
[n.c. 1]
[n.r. 1]
[n.y.u. 1]
[n/3 1]
[n/8). 1]
[n/m 1]
[n/p 1]
[n? 1]
[n^2 6]
[n^2. 2]
[n^3 2]
[n^g 2]
[n+min(i,n-i)+o(n). 1]
[n=32. 1]
[n=km 1]
[n=km. 1]
[n-1 2]
[n2 2]
[nadler, 4]
[nagao, 1]
[nagging 1]
[nagler, 1]
[nagler. 1]
[nagy, 3]
[nakata, 1]
[name 10]
[name" 2]
[name, 4]
[name. 1]
[named 2]
[namelist 1]
[namely 3]
[namely, 4]
[names 11]
[names, 5]
[names. 1]
[naming 5]
[naming, 1]
[nandi, 2]
[nano-program, 1]
[narasimhan, 1]
[narrow 3]
[narrowed 1]
[narumi 1]
[n-ary 3]
[nather, 3]
[nation 1]
[nation. 1]
[national 27]
[nations 2]
[nationwide 1]
[native 1]
[natural 84]
[natural-language 1]
[naturally 4]
[nature 26]
[nature, 2]
[nature. 4]
[nature; 1]
[naur, 19]
[naval 1]
[navier-stokes 2]
[navier-strokes 2]
[navigation 2]
[navigator 1]
[navy 3]
[naylor, 4]
[n-bit 1]
[nbs 1]
[n-derivable 1]
[n-dimensional 13]
[n-dimensions 1]
[nd-lisp, 1]
[neal, 1]
[near 13]
[nearby 2]
[near-decomposability 1]
[nearest 2]
[nearest-neighbor 1]
[nearly 16]
[near-minimax 2]
[near-optimal 4]
[near-optimal, 1]
[near-optimal. 1]
[near-optimality 1]
[neat 1]
[neater2 5]
[neater2: 1]
[nebraska, 1]
[nebula: 1]
[necessarily 12]
[necessary 63]
[necessary, 6]
[necessary. 7]
[necessary; 1]
[necessitated 1]
[necessitating 2]
[necessity 6]
[necessity. 1]
[need 67]
[need" 1]
[need-defined 1]
[needed 37]
[needed, 1]
[needed. 7]
[needham, 1]
[needing 2]
[needs 14]
[needs, 2]
[needs. 1]
[neely 1]
[neely, 1]
[neely. 1]
[negation 1]
[negative 9]
[negative) 1]
[neglected 1]
[negligence, 2]
[negligible 3]
[neidleman, 1]
[neighbor 2]
[neighborhood 2]
[neighborhood. 1]
[neighborhoods 1]
[neighborhoods; 1]
[neighboring 1]
[neighbors 1]
[neighbors. 1]
[neilsen, 1]
[neither 11]
[nekora, 1]
[neliac 10]
[neliac, 1]
[neliac-a 1]
[neliac-generated 1]
[nelliac 1]
[nelson 1]
[nelson, 4]
[nemeth, 1]
[nemhauser 1]
[nemhauser, 1]
[nerve 1]
[nes, 1]
[ness, 2]
[nested 21]
[nested. 1]
[nesting 3]
[nestor 1]
[nests 1]
[net 4]
[net, 2]
[netflow 5]
[nets 4]
[nets, 3]
[nets. 1]
[nets; 1]
[netter, 1]
[network 98]
[network" 1]
[network, 31]
[network,liner 1]
[network. 11]
[networking 2]
[networks 50]
[network's 1]
[networks) 1]
[networks, 33]
[networks. 8]
[neufeld, 1]
[neumann 5]
[neumann, 1]
[neumant 1]
[neural 5]
[neurological 1]
[neurons, 1]
[neurophysiological 2]
[neurophysiology 1]
[never 10]
[nevertheless 3]
[nevertheless, 3]
[new 261]
[new, 3]
[new. 3]
[newbasic 1]
[newbasic, 1]
[newbasic/catalyst 1]
[newbasic/catalystincorporates 1]
[newbery, 2]
[newcomb 4]
[newcombe, 1]
[new-cotes 1]
[newell, 6]
[newell-shaw-simon 1]
[newer 2]
[newhall, 1]
[newhouse, 3]
[newly 4]
[newly-cut 1]
[newman, 1]
[news 2]
[newton 11]
[newton-cotes 5]
[newtonian 1]
[newton-like 1]
[newton-raphson 8]
[newton-raphson-kantorovich 1]
[newton's 17]
[nexcom 2]
[next 23]
[next, 2]
[next. 1]
[next; 1]
[next-fit 1]
[next-fit, 1]
[ng, 1]
[n-gram 1]
[nicely 1]
[nickerson, 1]
[nielsen, 5]
[niessner, 1]
[nievergelt, 2]
[nikolai, 1]
[nilson, 1]
[nimerical 1]
[nine 4]
[n-levels 1]
[nlogn 1]
[nlogn. 1]
[no 88]
[noam 1]
[no-backup 1]
[node 19]
[node, 1]
[node. 4]
[nodes 37]
[node's 2]
[nodes) 2]
[nodes, 1]
[nodes. 6]
[noise 8]
[noise, 1]
[noiseless 5]
[noisy 3]
[nolan 1]
[nolan, 3]
[nolan's 1]
[noll, 2]
[noltemeier, 2]
[nomenclature 2]
[non-ascii 1]
[non-attacking 1]
[nonautomatic 1]
[nonbank 1]
[noncellular 1]
[noncentral 1]
[noncommutative 1]
[noncomputational 1]
[non-computer 2]
[nonconfidential 1]
[noncontiguous 1]
[noncyclic 1]
[nondegenerate 1]
[non-dense 1]
[nondeterminacy 1]
[nondeterminacy, 2]
[nondeterminism, 1]
[nondeterministic 15]
[non-dictionary 1]
[nondirected 4]
[nondiscrete 1]
[nondramatic 1]
[none 12]
[non-enumerative 1]
[nonexistence 2]
[non-existence 1]
[non-existent 1]
[non-existing 1]
[nonflowchart 1]
[non-heuristic 1]
[nonhomogeneous 1]
[nonin 2]
[noninferential, 1]
[noninteger 1]
[nonintegral 2]
[non-integral 3]
[nonintegrel 1]
[noninteractive 2]
[non-interactive 1]
[noniterative 1]
[nonlinear 58]
[non-linear 4]
[nonlinear, 1]
[non-linrar 1]
[non-local 1]
[non-markovian 1]
[nonmathematical 1]
[nonmember 1]
[nonminimal 1]
[nonnegative 1]
[nonnegative. 1]
[nonnormal 1]
[non-normal 3]
[non-numeric 6]
[nonnumerical 3]
[non-numerical 4]
[nonoriented 1]
[nonoriented, 1]
[nonoverlapping 1]
[nonpaged 1]
[nonpartisan 1]
[nonperiodic, 1]
[nonpolynomial 1]
[nonpredictive 1]
[nonpreemptive 1]
[nonpreference 1]
[nonproblem-oriented 1]
[nonprocedural 15]
[nonprocedural(purely 1]
[nonprogrammer, 1]
[nonprogrammers, 1]
[nonprogrammers; 1]
[nonprogramming-oriented 1]
[nonquantitative 1]
[nonrandom 1]
[nonrandomness 1]
[nonrational 1]
[nonrecursive 10]
[nonrecursive, 1]
[nonredundant 1]
[nonrelevant 1]
[nonrelevant, 1]
[nonrepetitive 1]
[nonresident 1]
[non-self-referential 1]
[non-significant 1]
[nonsimilar 1]
[nonsingle 1]
[nonsingular 7]
[non-singular 2]
[nonstandard 7]
[nonstiff 1]
[nonswapping 1]
[nonsymmetric 1]
[nontechnical 2]
[nontechnological 1]
[nonterminal 2]
[nontext 1]
[non-topological 1]
[nontrivial 2]
[nonuniform 2]
[nonuniformity 1]
[nonuniformly 1]
[nonweiler, 1]
[nonzero) 1]
[nor 8]
[norc 1]
[nordsieck's 2]
[norm 4]
[norm, 2]
[norm. 1]
[normal 80]
[normal-form 1]
[normality 1]
[normality, 2]
[normalization 10]
[normalization, 3]
[normalized 4]
[normalized. 1]
[normally 17]
[norman, 1]
[normative 1]
[norm-bound 1]
[normdev 1]
[normdey 1]
[norms 5]
[norms, 3]
[norris, 1]
[north 3]
[norton, 1]
[not 292]
[not) 1]
[not, 2]
[not. 2]
[notable 2]
[notably 2]
[notation 32]
[notation"* 1]
[notation), 1]
[notation, 3]
[notation. 5]
[notational 3]
[notations 4]
[note 76]
[note, 3]
[noted 8]
[noted, 2]
[noted. 7]
[notes 6]
[note-worthy 1]
[notice 1]
[noticeable 1]
[noticed 1]
[notices, 1]
[notion 14]
[notions 9]
[not-necessarily-linear 1]
[novak, 1]
[novel 9]
[november 4]
[now 23]
[now, 1]
[np-complete 3]
[np-complete, 4]
[np-complete. 1]
[npl: 1]
[n-point 2]
[nrzi 1]
[nrzi) 2]
[nrzi)* 1]
[nsec). 1]
[nsf 3]
[n-space 1]
[nth 5]
[n-tuples 4]
[n-tuples, 2]
[n-tuples. 1]
[nuar, 1]
[nuclear 4]
[nucleus 2]
[nucleus, 1]
[null 1]
[null. 1]
[number 435]
[number, 21]
[number. 6]
[numbered 4]
[numbering 3]
[numberof 1]
[numbers 67]
[numbers) 1]
[numbers, 27]
[numbers,lists, 1]
[numbers. 10]
[numbers." 1]
[numbers-digital 1]
[number-theoretic 1]
[numerals 2]
[numerals, 1]
[numeric 10]
[numeric, 2]
[numerical 184]
[numerically 13]
[numerically, 1]
[numerically. 1]
[numerous 8]
[numerov's 1]
[nunamaker, 1]
[nupak 1]
[nurse 1]
[nurtured. 1]
[nuys 1]
[nygaard, 1]
[nyu 1]
[o 9]
[o( 1]
[o((r 1]
[o(10^(-p) 1]
[o(e 1]
[o(h^4), 1]
[o(k 1]
[o(k1 1]
[o(log 6]
[o(log2n) 1]
[o(log2n). 1]
[o(logn 1]
[o(logn) 1]
[o(n 7]
[o(n(k+2)) 1]
[o(n) 5]
[o(n/log 1]
[o(n^2 1]
[o(n^2) 2]
[o(n^2). 1]
[o(n2). 1]
[o(nr), 1]
[o) 1]
[o. 33]
[o.e. 1]
[oakford, 1]
[obey, 1]
[obeyed. 1]
[objct 1]
[object 56]
[object, 2]
[object. 4]
[object-code 1]
[objection 1]
[objective 16]
[objective, 2]
[objective: 1]
[objectively 1]
[objectives 15]
[objectives, 1]
[objectives. 1]
[objects 41]
[object's 1]
[objects, 9]
[objects. 4]
[object-time 1]
[obligation 1]
[obradovic, 2]
[o'brien, 1]
[obscure 2]
[observable, 1]
[observables 1]
[observation 6]
[observations 3]
[observations. 1]
[observe 1]
[observed 11]
[obsolescence 1]
[obsolescence, 1]
[obstacles 3]
[obstacles, 2]
[obtain 33]
[obtain, 2]
[obtainable 5]
[obtainable, 1]
[obtained 82]
[obtained, 2]
[obtained. 11]
[obtained; 2]
[obtaining 25]
[obtains 1]
[obtains. 1]
[obvious 9]
[obvious. 1]
[obvious: 1]
[obviously 2]
[occasion 1]
[occasional 1]
[occasionally 2]
[occasionally, 1]
[occupation 1]
[occupation, 1]
[occupational 1]
[occupations 2]
[occupied, 1]
[occupies 1]
[occupy 2]
[occupying 1]
[occur 21]
[occur, 2]
[occur. 3]
[occur? 1]
[occuring 1]
[occurred. 2]
[occurrence 8]
[occurrences 11]
[occurrences. 1]
[occurring 8]
[occurs 9]
[occurs. 2]
[ochser, 1]
[octal 3]
[oden, 1]
[oedipus, 1]
[oestreicher, 1]
[oettinger, 3]
[of 9190]
[of 1]
[of"skeleton" 1]
[of) 3]
[of: 2]
[off 13]
[offer 7]
[offered 12]
[offered, 1]
[offered. 1]
[offerings 1]
[offerings. 1]
[offers 9]
[office 3]
[office; 1]
[officers, 1]
[official 2]
[off-line 4]
[offman, 1]
[off-premises 1]
[offset 1]
[offspring 1]
['off-step' 1]
[ofnatural 1]
[often 56]
[often, 1]
[ogden, 2]
[oh 1]
[ohlman, 1]
[okabe, 1]
[okajima, 1]
[ol/2, 1]
[old 7]
[old, 1]
[oldehoeft, 2]
[older 1]
[oliver,i. 1]
[olivier, 1]
[olsen, 1]
[olsztyn, 2]
[olutely 1]
[olynyk, 1]
[omaha, 1]
[ombudsman 1]
[omissions 1]
[omissions. 1]
[omits 1]
[omitted 1]
[omitting 1]
[on 1201]
[on"menus" 1]
[ona 1]
[on-campus 1]
[once 11]
[once, 2]
[once. 5]
[one 326]
[one) 1]
[one, 4]
[one. 7]
[one; 1]
[one-day 1]
[one-dimensional 1]
[one-eighth 1]
[one-entry 2]
[one-exit 1]
[one-for-one 1]
[one-fourth 2]
[one-half 2]
[o'neil, 2]
[one-in, 1]
[one-inch 2]
[one-level 4]
[one-line 2]
[one-out 1]
[one-parameter 1]
[one-pass 5]
[one-person 1]
[ones 16]
[one's 3]
[ones, 2]
[ones. 5]
[one-sided 10]
[one-sided) 1]
[one-step 3]
[one-third 2]
[one-to-one 4]
[one-way 5]
[one-word 2]
[ongoing 3]
[on-going 1]
[online 29]
[on-line 51]
[online, 2]
[on-line, 3]
[online-are 1]
[on-linr 1]
[only 163]
[only) 1]
[only, 2]
[only; 1]
[only--complete 1]
[onoe, 1]
[on-site 1]
[onstochastic 1]
[on-the-fly 2]
[onto 5]
[onward 1]
[op 2]
[opak 1]
[op-code 1]
[opderbeck, 3]
[open 21]
[open, 1]
[opened 1]
[openness 1]
[opens 1]
[operand 5]
[operands 8]
[operate 22]
[operate. 1]
[operated 3]
[operates 14]
[operates. 1]
[operating 205]
[operating-system, 1]
[operation 58]
[operation" 1]
[operation) 1]
[operation, 8]
[operation. 13]
[operational 22]
[operational. 1]
[operations 99]
[operation's 2]
[operations) 1]
[operations, 29]
[operations,priority 1]
[operations. 19]
[operations: 1]
[operations; 1]
[operations-a 1]
[operator 18]
[operator, 3]
[operator. 1]
[operator-controlled 2]
[operator-precedence, 1]
[operators 28]
[operators, 8]
[operators. 4]
[ophir, 2]
[opinion, 1]
[opinions 1]
[opler, 4]
[oppenheim, 1]
[oppenheimer, 1]
[opportunities 4]
[opportunities, 1]
[opportunity 9]
[opposed 4]
[opposite 2]
[oppressive 1]
[optical 8]
[optics 1]
[optics, 1]
[optimal 130]
[optimal, 1]
[optimal. 1]
[optimality 8]
[optimality. 1]
[optimally 2]
[optimization 56]
[optimization, 38]
[optimization. 6]
[optimizations 6]
[optimizations. 1]
[optimize 4]
[optimized 5]
[optimized. 1]
[optimizer 3]
[optimizer, 2]
[optimizers: 1]
[optimizing 22]
[optimum 44]
[optimum, 1]
[optimum. 3]
[optimum-approaching 3]
[optimum-finding 2]
[option 1]
[option, 1]
[optional 3]
[optionally 1]
[options 5]
[or 440]
[or, 1]
[oracle-algol 1]
[orbit 2]
[orbitals 2]
[orchard-hays, 1]
[orden, 1]
[order 140]
[order) 2]
[order, 9]
[order. 7]
[order; 1]
[ordered 36]
[ordered) 1]
[ordered-retrieval 1]
[ordering 32]
[ordering) 1]
[ordering, 10]
[ordering,tree 1]
[ordering. 1]
[orderings 2]
[orderings) 1]
[orderings, 2]
[orderings. 1]
[orderly 4]
[order-n 1]
[order-preserving 1]
[order-procedures 1]
[order-runge-kutta 1]
[orders 13]
[orders(algorithm 1]
[orders. 1]
[ordinarily 1]
[ordinary 56]
[ordinate. 1]
[ord-smith, 4]
[o'reagan, 1]
[oregon 1]
[organick 1]
[organick, 1]
[organick. 1]
[organization 84]
[organization, 38]
[organization. 3]
[organization: 1]
[organization-a 1]
[organizational 9]
[organizations 17]
[organizations, 10]
[organizations. 4]
[organize 2]
[organized 12]
[organizing 10]
[organizing, 2]
[orgass, 1]
[orientation 4]
[orientation). 1]
[orientation, 1]
[orientation; 1]
[orientations 1]
[oriented 25]
[oriented). 1]
[oriented)and 1]
[oriented, 1]
[origin 5]
[original 35]
[original. 3]
[originally 7]
[originating 1]
[origins 1]
[origins, 1]
[orr, 1]
[ortega, 1]
[ortho 2]
[orthogonal 39]
[orthogonalization 2]
[orthogonalization, 1]
[orthography, 2]
[orvyl, 1]
[os/360 2]
[os/360, 1]
[osa 1]
[osa. 1]
[osborne 1]
[oscillating 2]
[oser, 1]
[oshb 2]
[osic 1]
[osiris, 1]
[oster, 2]
[ota. 1]
[otb, 1]
[other 244]
[other, 6]
[other. 9]
[others 11]
[others, 3]
[others. 3]
[others; 1]
[otherwise 6]
[otherwise), 1]
[otherwise, 1]
[otherwise. 1]
[oti, 1]
[otr, 1]
[ottmann, 1]
[ought 1]
[our 25]
[out 62]
[out, 1]
[out. 4]
[out: 1]
[out; 1]
[outchannel 1]
[outcome 1]
[outcomes 1]
[outer 1]
[outermost 1]
[outgoing 1]
[outliers, 1]
[outline 10]
[outlined 16]
[outlined, 5]
[outlined. 13]
[outlined; 1]
[outlines 4]
[outlines, 1]
[outlining 1]
[outlining-a 1]
[out-of-kilter 4]
[outpatient 3]
[outperformed 3]
[outperforms 1]
[output 72]
[output, 9]
[output. 9]
[outputs 4]
[outputting 2]
[outreal 1]
[outreal, 1]
[outset 1]
[outset, 1]
[outside 7]
[outstanding 2]
[outsymbol 1]
[outward 1]
[outweigh 1]
[over 119]
[over, 1]
[overa 1]
[overall 23]
[over-all 3]
[overbeek, 1]
[overcharges 1]
[overcome 9]
[overcome. 1]
[over-come. 1]
[overcomes 2]
[overcoming 2]
[overdetermined 9]
[over-determined 1]
[overflow 17]
[overflow, 1]
[overflow; 1]
[overhead 15]
[overhead, 5]
[overhead. 1]
[over-head. 1]
[overheads, 1]
[overlaid 1]
[overlap 10]
[overlap, 1]
[overlap. 3]
[overlapped 1]
[overlapping 5]
[overlapping) 1]
[overlapping. 1]
[overlay 14]
[overlay, 2]
[overlayed 1]
[overlaying 1]
[overlays 2]
[overlays. 2]
[overpacked 1]
[overprinting; 1]
[overrelaxation 1]
[over-relaxation 1]
[overseas 1]
[overspecified 1]
[overstrikes) 1]
[overstriking.) 1]
[overtaking 1]
[overtones. 1]
[overuse 1]
[overview 5]
[overwhelming. 1]
[owe, 1]
[owes 1]
[owicki, 1]
[owicki. 1]
[own 19]
[own. 1]
[owners, 1]
[p 10]
[p(ij) 4]
[p(ij)=s(ij)*c(i)/sum[s(ij), 1]
[p(psi) 1]
[p, 2]
[p. 298]
[p.a. 2]
[p.c. 2]
[p.d. 1]
[p.d.e. 1]
[p.d.e., 2]
[p.h. 1]
[p.j. 2]
[p.r. 2]
[p.r.s. 3]
[p^2)) 1]
[p^n 1]
[p<=m, 1]
[p=/np 1]
[p=k, 2]
[p=k=2,3,4,and 1]
[p=k=3,4,and/or 1]
[p1 1]
[p1-resolution, 1]
[pace 2]
[pacelli, 1]
[pacini, 1]
[paciorek, 2]
[pack, 1]
[package 21]
[package), 1]
[package, 3]
[package. 2]
[package-handling 1]
[packages 10]
[packages, 1]
[packages. 1]
[packages: 1]
[packaging. 1]
[packed 8]
[packet 13]
[packets 3]
[packets, 2]
[packets. 1]
[packing 3]
[packing, 1]
[packings. 1]
[packs 2]
[packs, 1]
[pad 1]
[pade 2]
[padges, 1]
[page 55]
[page) 1]
[page, 4]
[page. 1]
[paged 16]
[page-demand 1]
[page-frames 2]
[page-frames, 1]
[page-on-demand 2]
[page-on-demand, 3]
[page-pulls 1]
[pager, 3]
[pages 14]
[pages, 3]
[pages. 2]
[pagination 2]
[pagination, 1]
[paging 62]
[paging, 53]
[paging. 3]
[pagli, 1]
[paid 3]
[paid, 1]
[painless, 1]
[paint 1]
[painter, 1]
[pair 14]
[pair, 2]
[pair. 1]
[pairs 12]
[palmer, 1]
[panel 9]
[panelists 3]
[panelists. 1]
[pankhurst, 1]
[pankiewicz, 2]
[paper 456]
[paper) 1]
[paper, 29]
[paper. 27]
[paper: 1]
[papers 16]
[papers, 1]
[paper-tape 1]
[parabolic 7]
[paradigm 2]
[paradigms 1]
[paradox 1]
[paradox, 2]
[paradoxical 1]
[paragraph 1]
[parallel 127]
[parallel). 1]
[parallel, 5]
[parallel. 1]
[parallel-accessed 1]
[parallel-by-bit 1]
[parallelepiped, 1]
[parallelism 8]
[parallelism, 6]
[parallelism. 3]
[parallelized 1]
[parallel-processor 3]
[parallel-processor, 1]
[parallel-processors 1]
[parallel-program 1]
[parallels 2]
[paralysis 2]
[paramedical 1]
[parameter 25]
[parameter, 5]
[parameter. 1]
[parameterization 3]
[parameterized 3]
[parameters 53]
[parameters, 13]
[parameters. 12]
[parametric 4]
[parametrized 1]
[paramodulation, 2]
[paramodulation. 1]
[paramount 1]
[paraphrases 1]
[paraphrasing 1]
[paraplate, 1]
[parent 1]
[parente, 1]
[parenthetical 1]
[parity 6]
[parker 1]
[parker, 2]
[parkin, 1]
[parnas, 9]
[parse 13]
[parse, 1]
[parse. 2]
[parsed 2]
[parsed) 1]
[parser 23]
[parser, 7]
[parser. 4]
[parser-construction 1]
[parse-request 1]
[parse-request, 1]
[parse-requests 3]
[parser-generating 2]
[parsers 13]
[parsers, 2]
[parsers. 2]
[parse-time 1]
[parsing 48]
[parsing* 1]
[parsing, 34]
[parsing. 1]
[parsons, 1]
[part 89]
[part, 4]
[part. 1]
[part-count 1]
[parter, 1]
[partial 60]
[partially 14]
[participants 3]
[participants: 1]
[participate 2]
[participated 1]
[participating 3]
[participation 4]
[participation. 1]
[particle 2]
[particles 3]
[particular 89]
[particular, 31]
[particular. 1]
[particularly 34]
[particulars. 1]
[parties. 1]
[partition 11]
[partition, 4]
[partition. 1]
[partitioned 8]
[partitioning 21]
[partitioning, 5]
[partitioning. 2]
[partitionings 1]
[partitions 14]
[partitions, 10]
[partitions,number 1]
[partly 7]
[partnership 2]
[partridge, 2]
[parts 19]
[parts, 3]
[parts. 8]
[parts; 1]
[pascal 3]
[pascal's 1]
[pass 19]
[pass, 1]
[pass. 1]
[passage 2]
[passed 2]
[passed, 1]
[passenger 1]
[passengers' 1]
[passes 8]
[passes, 1]
[passing 6]
[passive 4]
[password 7]
[passwords 1]
[passwords, 3]
[passwords. 1]
[past 13]
[past, 2]
[past. 1]
[pat 1]
[pat. 2]
[patch 3]
[patches 1]
[patches. 1]
[patent 3]
[patentable 1]
[patenting 1]
[patents, 3]
[paterson, 1]
[path 33]
[path" 1]
[path, 8]
[path. 2]
[path-following 1]
[paths 14]
[paths, 2]
[paths. 3]
[patient 1]
[patient. 1]
[patients 1]
[patients, 1]
[patil, 1]
[patil. 1]
[patil's 1]
[patlen 1]
[paton, 3]
[patricia 1]
[patrick 1]
[patrick, 2]
[patt, 1]
[pattern 104]
[pattern, 4]
[patterned 1]
[pattern-learning 1]
[pattern-matching 1]
[pattern-matching, 1]
[patterns 31]
[patterns, 8]
[patterns. 5]
[patterson 1]
[patterson, 2]
[paucity 1]
[paul 1]
[paul, 4]
[paulson, 1]
[pavlidis, 1]
[pay 1]
[payment 3]
[payments 1]
[payne, 7]
[payroll 1]
[p-bit 1]
[pde 1]
[pdel, 1]
[pdel-a 1]
[p-digit 1]
[pdp/11 1]
[pdp-1 1]
[pdp-1, 1]
[pdp-10 4]
[pdp-10): 1]
[pdp-10, 3]
[pdp-10's 1]
[pdp-11 1]
[pdp-11/40 1]
[pdp-11/45 1]
[pdp-5/8 1]
[pdp-6 1]
[pdp-7 1]
[pe)* 1]
[peabody, 1]
[peaceman-rachford, 1]
[peak 4]
[peaked 2]
[peaks 2]
[pearcey, 2]
[pearson 1]
[peasants. 1]
[peavy, 1]
[peck, 7]
[peculiarities 1]
[pedagogic 4]
[pedagogical 2]
[pedagogically, 1]
[peekabit, 1]
[peek-a-boo 1]
[peekaboo, 2]
[peephole 2]
[peg, 1]
[pei 3]
[pei, 1]
[peleg, 1]
[pelta, 1]
[pen 1]
[pen, 1]
[pen. 1]
[penalizes 1]
[penalties 1]
[penalty 1]
[penalty. 1]
[pencil 2]
[pencils 1]
[pencils: 1]
[pending 2]
[penetrate 2]
[penetration 1]
[peng, 2]
[pennsylvania, 1]
[pennsylvania's 1]
[penny, 1]
[penny-matching 2]
[pentadiagonal 3]
[pentagamma 1]
[pentomino 2]
[pentominoes, 1]
[pentominos 1]
[people 11]
[people, 3]
[people; 1]
[per 39]
[percent 34]
[percent, 1]
[percent. 2]
[percent; 1]
[percentage 4]
[percentages 1]
[perception 1]
[pereira, 4]
[perez-tamayo, 1]
[perfect 9]
[perfectly 2]
[perforated 8]
[perform 36]
[performance 167]
[performance, 23]
[performance,dynamic 1]
[performance. 17]
[performance; 2]
[performances 4]
[performed 39]
[performed, 1]
[performed. 5]
[performing 21]
[performs 10]
[perhaps 7]
[perimeter 1]
[period 13]
[period) 1]
[period, 2]
[period. 2]
[periodic 13]
[periodical 1]
[periodically 2]
[periodicity 1]
[periods 6]
[peripheral 3]
[peripherals 1]
[peripherals, 1]
[perl, 1]
[perlis, 11]
[perlis. 1]
[perm 3]
[permanent 7]
[permanent, 2]
[permanently 1]
[permissible 4]
[permission 2]
[permit 28]
[permits 54]
[permitted 7]
[permitted. 4]
[permitting 10]
[permutable 1]
[permutation 41]
[permutation, 9]
[permutations 42]
[permutations". 1]
[permutations, 11]
[permutations. 2]
[permute 3]
[permute; 1]
[permuted 1]
[perpendicular. 1]
[perpetrated 1]
[perplexed 1]
[perry, 3]
[perseverance-it 1]
[persist 1]
[person 3]
[person, 1]
[person/machine 1]
[personal 6]
[personalities 1]
[personalized 1]
[person-matching 2]
[personnel 4]
[personnel, 1]
[personnel. 1]
[persons 2]
[perspective 12]
[perspective. 1]
[perspectives. 1]
[perspicuous 2]
[perstein, 1]
[pert 9]
[pert, 2]
[pert. 1]
[pertinent 11]
[perturb 1]
[perturbation 4]
[perturbation, 1]
[perturbations 4]
[perturbed 3]
[perusal, 1]
[per-user 1]
[pessimistic 1]
[peters, 1]
[peterson, 5]
[peto, 1]
[petri 5]
[petrick, 2]
[petrick. 1]
[petrinet 1]
[petroleum 2]
[petrone, 1]
[petrov 2]
[pfaltz, 2]
[pfann, 1]
[pfefferkorn, 1]
[pff 5]
[pgs 2]
[ph.d. 16]
[ph.d.-producing 1]
[ph.d.'s 5]
[ph.d.'s, 2]
[pharmacology: 1]
[phase 20]
[phase, 1]
[phase. 1]
[phase-distorted 1]
[phases 5]
[phases: 3]
[phenomena 4]
[phenomena. 1]
[phenomenon 5]
[phenomenon, 1]
[philco 3]
[philco/ibm 1]
[philco-2000 1]
[phillips 1]
[phillips, 5]
[philokyprou, 1]
[philosophers 1]
[philosophies 1]
[philosophies. 1]
[philosophy 21]
[philosophy, 1]
[philosophy. 1]
[philpott, 1]
[phone 4]
[phonemes 3]
[phong, 1]
[phonological 1]
[phonology 1]
[phonology, 1]
[photo 1]
[photocomposer; 1]
[photocomposition 1]
[photocomposition, 2]
[photocomposition,compiler-compiler, 1]
[photographic 2]
[photographically 2]
[photographs 4]
[photographs. 1]
[photography) 1]
[photography, 1]
[photo-interpretive 1]
[photon 2]
[phototypesetter 1]
[phrase 18]
[phrases 7]
[phrases, 2]
[phrase-structure 1]
[physical 33]
[physically 3]
[physician 1]
[physician, 1]
[physicist 1]
[physics 4]
[physics, 4]
[physics. 3]
[phytoplankton 1]
[phytoplankton, 1]
[pi 1]
[picard 2]
[picked 1]
[picking 1]
[pictorial 7]
[picture 55]
[picture, 2]
[picture. 2]
[picture-form, 1]
[picture-forms 1]
[pictures 23]
[pictures, 3]
[pictures. 4]
[pictures." 1]
[pictures-forms. 1]
[piece 5]
[pieces 6]
[pieces, 1]
[pieces. 2]
[piecewise 5]
[piepmeier, 1]
[pierce 1]
